binding_site_name,enzyme_name,binding_site_ranking,mainclass,subclass,subsubclass,designation,atoms,dataset,dates,centers,uniq_fold,uniq_sub,uniq_subsub,uniq_designation
1,TopM_Q8PU61,1,1,12,98,3,228,2021,09/10/2018,"(222.997, 183.261, 180.416)",4588,32,95,2828
1,TopM_P09672,1,1,2,1,13,135,2021,09/01/2019,"(3.866, -10.305, 36.918)",1602,20,69,2153
1,TopM_P00484,1,2,3,1,28,525,2021,05/04/1990,"(-0.315, 21.119, 24.7)",1414,51,54,2700
1,TopM_P20074,1,2,3,1,28,488,2021,09/07/1990,"(72.308, 29.628, 42.065)",1414,51,54,2700
1,TopM_P00487,1,2,3,1,28,522,2021,09/07/1990,"(31.507, 20.503, 56.496)",1414,51,54,2700
1,TopM_Q07L79,1,2,1,3,2,526,2021,20/07/1992,"(56.092, 81.288, 47.688)",1515,50,1,939
1,TopM_Q98M86,1,2,1,3,2,526,2021,20/07/1992,"(68.311, 86.602, 47.279)",1515,50,1,939
1,TopM_A8ICW0,1,2,1,3,2,525,2021,20/07/1992,"(64.847, 78.344, 40.394)",1515,50,1,939
1,TopM_Q8L6J2,1,2,7,7,6,405,2021,11/08/1993,"(27.415, 47.919, 10.916)",4550,23,226,2135
1,TopM_P86197,1,2,3,1,12,490,2021,03/02/1995,"(15.887, 138.662, 65.187)",2954,51,54,2089
1,TopM_P04531,1,2,7,4,13,477,2021,09/01/1996,"(43.073, -3.73, 11.787)",1499,23,213,691
1,TopM_Q7Y4Y9,1,2,7,4,13,487,2021,09/01/1996,"(44.085, -5.731, 12.169)",1499,23,213,691
1,TopM_P06738,1,2,4,1,1,609,2021,30/05/1996,"(48.389, -77.932, -1.791)",3100,46,193,1416
1,TopM_O59499,1,2,1,1,63,711,2021,21/06/1996,"(18.764, 28.93, 37.74)",5384,50,269,2260
1,TopM_Q9V1N7,1,2,1,1,63,717,2021,21/06/1996,"(14.899, 31.788, 40.883)",5384,50,269,2260
1,TopM_P34878,1,2,1,1,37,640,2021,22/10/1996,"(40.656, 40.375, 62.474)",2304,50,269,1137
1,TopM_P13212,1,2,7,7,12,429,2021,23/10/1996,"(4.616, 11.85, 88.752)",1131,23,226,2479
1,TopM_Q27536,1,2,7,7,12,670,2021,23/10/1996,"(91.662, 94.759, 3.701)",1131,23,226,2479
1,TopM_Q8VPF3,1,2,8,3,6,664,2021,24/01/1997,"(14.59, 36.482, 21.042)",4682,78,19,2914
1,TopM_Q59112,1,2,8,3,12,428,2021,24/01/1997,"(58.107, 32.529, 46.344)",4681,78,19,623
1,TopM_Q59111,1,2,8,3,12,721,2021,24/01/1997,"(9.272, 39.031, 25.15)",4682,78,19,623
1,TopM_Q56206,1,2,6,1,16,408,2021,11/04/1997,"(7.167, 27.349, 14.007)",3794,37,80,1558
1,TopM_P30527,1,2,5,1,61,549,2021,13/04/1997,"(0.957, 10.773, 27.027)",2222,54,159,2105
1,TopM_Q84424,1,2,7,7,50,583,2021,20/04/1997,"(52.093, 31.641, 23.812)",4358,23,226,2044
1,TopM_P26380,1,2,7,1,202,575,2021,15/05/1997,"(18.099, 64.667, 43.728)",2116,23,148,477
1,TopM_P28801,1,2,5,1,18,515,2021,01/08/1997,"(6.821, -6.276, 44.487)",2173,54,159,2814
1,TopM_Q8JFZ2,1,2,5,1,18,433,2021,01/08/1997,"(0.682, 6.683, 99.181)",2173,54,159,2814
1,TopM_O87726,1,2,1,2,9,349,2021,13/10/1997,"(51.664, 66.047, 54.999)",1368,50,251,1763
1,TopM_A6LJK9,1,2,1,2,9,510,2021,13/10/1997,"(76.058, 24.347, 15.873)",360,50,251,1763
1,TopM_Q6KZL5,1,2,5,1,46,512,2021,28/10/1997,"(17.256, -0.732, 51.576)",5072,54,159,163
1,TopM_Q9HL74,1,2,5,1,46,398,2021,28/10/1997,"(-13.118, 12.554, 26.828)",5072,54,159,163
1,TopM_Q97BN6,1,2,5,1,46,481,2021,28/10/1997,"(0.407, 15.852, 34.137)",5072,54,159,163
1,TopM_Q6L016,1,2,7,4,9,478,2021,26/01/1998,"(49.059, 35.518, 109.412)",4877,23,213,765
1,TopM_Q9I466,1,2,7,1,156,340,2021,12/03/1998,"(17.275, 18.743, 76.737)",5115,23,148,863
1,TopM_Q9SPK4,1,2,7,11,1,617,2021,29/05/1998,"(-16.608, -20.904, -5.526)",4810,23,75,1063
1,TopM_Q93VK0,1,2,7,11,1,622,2021,29/05/1998,"(-6.942, -45.642, -11.331)",4810,23,75,1063
1,TopM_Q65J44,1,2,1,1,45,568,2021,09/07/1998,"(0.111, 52.101, 33.455)",3859,50,269,578
1,TopM_Q59212,1,2,1,1,45,569,2021,09/07/1998,"(-27.045, 32.942, 56.233)",3859,50,269,578
1,TopM_Q9ANR7,1,2,1,1,45,559,2021,09/07/1998,"(-5.574, 51.719, 29.914)",3859,50,269,578
1,TopM_P68544,1,2,1,1,57,490,2021,13/07/1998,"(17.606, 0.479, 51.891)",1895,50,269,1620
1,TopM_P68545,1,2,1,1,57,499,2021,13/07/1998,"(5.323, 6.463, 55.626)",1895,50,269,1620
1,TopM_P15916,1,2,1,1,57,481,2021,13/07/1998,"(14.009, 14.377, 6.554)",1895,50,269,1620
1,TopM_P19748,1,2,1,1,57,482,2021,13/07/1998,"(-9.132, 13.717, 25.025)",1966,50,269,1620
1,TopM_C4KHI0,1,2,7,4,3,478,2021,16/07/1998,"(11.889, 45.574, 101.661)",4874,23,213,946
1,TopM_B7IFU7,1,2,1,2,9,519,2021,29/07/1998,"(75.499, 16.937, 10.624)",360,50,251,1763
1,TopM_A7HLH4,1,2,1,2,9,491,2021,29/07/1998,"(75.572, 24.199, 15.961)",360,50,251,1763
1,TopM_P11409,1,2,1,1,113,547,2021,31/07/1998,"(-10.694, 45.749, 49.099)",1793,50,269,1457
1,TopM_P43050,1,2,4,2,4,328,2021,25/08/1998,"(38.66, -11.186, 100.438)",2464,46,272,2313
1,TopM_P08078,1,2,1,4,2,644,2021,23/09/1998,"(94.657, 77.881, 22.595)",1572,50,17,40
1,TopM_Q54258,1,2,1,4,2,651,2021,23/09/1998,"(88.933, 79.968, 25.534)",1572,50,17,40
1,TopM_P29780,1,2,1,4,2,643,2021,23/09/1998,"(82.182, 81.964, 28.969)",1572,50,17,40
1,TopM_Q9P6M1,1,2,5,1,18,579,2021,14/10/1998,"(10.343, 30.814, 37.076)",5245,54,159,2814
1,TopM_P18030,1,2,1,2,8,562,2021,06/01/1999,"(28.774, 4.707, 20.016)",1583,50,251,9
1,TopM_P18029,1,2,1,2,8,565,2021,06/01/1999,"(18.782, 16.593, 23.064)",1583,50,251,9
1,TopM_P08773,1,2,1,2,8,547,2021,06/01/1999,"(21.066, 2.974, 24.271)",1583,50,251,9
1,TopM_P72736,1,2,7,6,3,532,2021,26/02/1999,"(17.269, 20.368, 51.591)",2800,23,41,235
1,TopM_A1TYG6,1,2,5,1,3,576,2021,09/03/1999,"(61.942, 41.922, 29.999)",371,54,159,1829
1,TopM_A6V0D3,1,2,5,1,3,475,2021,09/03/1999,"(-16.978, 39.306, 42.88)",371,54,159,1829
1,TopM_P20035,1,2,4,2,22,641,2021,08/04/1999,"(123.811, 77.201, 16.202)",3420,46,272,2939
1,TopM_P07833,1,2,4,2,22,644,2021,08/04/1999,"(115.943, 78.747, 22.579)",3420,46,272,2939
1,TopM_P30235,1,2,7,1,83,504,2021,20/05/1999,"(2.993, 77.225, -19.811)",2212,23,148,2671
1,TopM_P39135,1,2,7,8,7,429,2021,17/06/1999,"(22.396, -1.874, 67.185)",2384,23,100,763
1,TopM_Q06592,1,2,3,1,48,517,2021,22/06/1999,"(15.752, 64.969, -35.34)",3181,51,54,1782
1,TopM_P39979,1,2,3,1,36,471,2021,22/06/1999,"(20.715, 72.416, -19.892)",3181,51,54,716
1,TopM_Q9HI69,1,2,1,2,5,551,2021,08/07/1999,"(5.202, 42.658, -29.485)",5061,50,251,294
1,TopM_Q9REF4,1,2,5,1,78,587,2021,27/07/1999,"(-31.513, 25.423, 9.076)",255,54,159,2657
1,TopM_P0AE77,1,2,7,1,156,330,2021,02/08/1999,"(23.062, 27.759, 49.924)",5115,23,148,863
1,TopM_P52790,1,2,7,1,1,631,2021,01/09/1999,"(-0.905, 79.382, 2.269)",1952,23,148,366
1,TopM_Q3TRM8,1,2,7,1,1,624,2021,01/09/1999,"(34.136, 44.774, 23.17)",1952,23,148,366
1,TopM_P27926,1,2,7,1,1,606,2021,01/09/1999,"(19.58, 36.335, 44.345)",1952,23,148,366
1,TopM_Q9TVW2,1,2,7,1,20,469,2021,24/11/1999,"(2.811, 8.715, 23.758)",1379,23,148,1904
1,TopM_P0AF04,1,2,7,7,75,630,2021,29/11/1999,"(8.882, 67.97, 41.996)",2702,23,226,574
1,TopM_P0CX06,1,2,7,7,6,499,2021,25/02/2000,"(203.336, 225.361, 211.989)",1744,23,226,2135
1,TopM_B0R8D7,1,2,7,7,6,571,2021,25/02/2000,"(36.63, 50.272, -50.818)",1744,23,226,2135
1,TopM_P11079,1,2,1,1,50,516,2021,29/02/2000,"(49.747, 101.448, 264.246)",1785,50,269,1123
1,TopM_Q91RA6,1,2,1,1,50,500,2021,29/02/2000,"(51.819, 89.905, 306.559)",1785,50,269,1123
1,TopM_P52197,1,2,8,1,1,548,2021,23/03/2000,"(23.484, 21.812, 21.68)",5086,78,0,2590
1,TopM_Q9HUK9,1,2,8,1,1,543,2021,23/03/2000,"(26.166, 21.247, 14.482)",5086,78,0,2590
1,TopM_P0A0Z8,1,2,7,7,43,448,2021,08/05/2000,"(13.781, -11.257, 67.722)",1612,23,226,192
1,TopM_P0A0Z7,1,2,7,7,43,462,2021,08/05/2000,"(11.259, -12.333, 65.52)",1612,23,226,192
1,TopM_Q57140,1,2,7,7,43,421,2021,11/05/2000,"(25.065, 0.209, 84.218)",1612,23,226,192
1,TopM_Q5ZXI0,1,2,7,7,82,449,2021,11/05/2000,"(15.202, 2.815, 58.973)",4030,23,226,2586
1,TopM_P00588,1,2,4,2,36,601,2021,16/05/2000,"(-14.926, 15.624, 35.69)",1426,46,272,847
1,TopM_P00587,1,2,4,2,36,598,2021,16/05/2000,"(-26.524, 24.93, 33.262)",1426,46,272,847
1,TopM_Q53091,1,2,8,1,12,350,2021,15/08/2000,"(7.698, 23.123, 18.498)",3731,78,0,545
1,TopM_P07955,1,2,8,4,1,330,2021,23/08/2000,"(72.999, 86.039, 42.425)",171,78,240,807
1,TopM_B2U956,1,2,7,7,77,451,2021,07/09/2000,"(-7.954, 12.463, 27.19)",4718,23,226,660
1,TopM_Q0K8K6,1,2,7,7,77,429,2021,07/09/2000,"(1.644, 28.227, 17.856)",4718,23,226,660
1,TopM_Q8Y0K5,1,2,7,7,77,410,2021,07/09/2000,"(-12.347, 0.521, 23.126)",4718,23,226,660
1,TopM_Q26997,1,2,4,2,22,663,2021,08/09/2000,"(15.842, 37.018, -7.458)",3420,46,272,2939
1,TopM_B1AJ32,1,2,7,8,7,251,2021,12/09/2000,"(-5.862, -25.251, -2.921)",5262,23,100,763
1,TopM_Q9PQ97,1,2,7,8,7,242,2021,12/09/2000,"(13.59, -31.265, 3.355)",5262,23,100,763
1,TopM_H3ZPU1,1,2,6,1,57,584,2021,23/09/2000,"(-6.086, -10.683, 0.185)",4220,37,80,1746
1,TopM_Q9V0L2,1,2,6,1,1,546,2021,23/09/2000,"(1.733, -10.152, -3.519)",4220,37,80,2941
1,TopM_Q84HD6,1,2,4,1,4,646,2021,31/10/2000,"(105.747, 46.179, 40.251)",5505,46,193,268
1,TopM_P23192,1,2,1,1,72,632,2021,02/11/2000,"(37.285, 20.84, 1.268)",2052,50,269,2458
1,TopM_P45210,1,2,10,1,1,528,2021,17/11/2000,"(-43.81, 3.219, 30.26)",2505,75,120,2654
1,TopM_P12281,1,2,10,1,1,527,2021,17/11/2000,"(-19.234, 9.573, 23.093)",2505,75,120,2654
1,TopM_Q56066,1,2,10,1,1,520,2021,17/11/2000,"(-29.612, 3.171, -5.997)",2505,75,120,2654
1,TopM_P57989,1,2,8,1,7,581,2021,07/02/2001,"(-37.559, 7.286, 43.526)",3620,78,0,210
1,TopM_P0AFU8,1,2,5,1,9,562,2021,13/03/2001,"(-8.236, 26.33, 11.344)",5256,54,159,2656
1,TopM_P35202,1,2,7,6,2,383,2021,16/04/2001,"(23.914, 3.1, 33.07)",2310,23,41,2324
1,TopM_P96559,1,2,4,1,310,427,2021,24/04/2001,"(35.578, 73.192, 31.38)",4930,46,193,2670
1,TopM_P21974,1,2,7,1,74,569,2021,30/05/2001,"(45.223, 116.689, 8.633)",2024,23,148,2626
1,TopM_P0DKS6,1,2,8,4,2,451,2021,22/06/2001,"(26.378, 46.484, 9.109)",1753,78,240,217
1,TopM_P0DKS5,1,2,8,4,2,444,2021,22/06/2001,"(6.049, 44.81, -0.45)",1753,78,240,217
1,TopM_Q977Z3,1,2,4,2,48,616,2021,09/07/2001,"(40.909, 44.375, 70.554)",1231,46,272,2180
1,TopM_O77473,1,2,5,1,18,439,2021,16/07/2001,"(5.357, 10.37, 22.024)",4559,54,159,2814
1,TopM_Q8A1E9,1,2,1,3,11,643,2021,15/08/2001,"(140.088, 16.273, -4.121)",4583,50,1,263
1,TopM_E1WKT5,1,2,1,3,11,644,2021,15/08/2001,"(135.394, 49.611, -26.296)",4583,50,1,263
1,TopM_P43123,1,2,7,7,23,584,2021,28/08/2001,"(43.708, 21.381, 21.384)",2467,23,226,2054
1,TopM_Q18493,1,2,7,7,23,548,2021,28/08/2001,"(18.885, 28.629, 5.964)",3364,23,226,2054
1,TopM_Q8SQS1,1,2,7,7,23,584,2021,28/08/2001,"(56.318, 17.877, 29.436)",4617,23,226,2054
1,TopM_Q16222,1,2,7,7,83,580,2021,28/08/2001,"(39.54, 6.472, 28.236)",2467,23,226,2138
1,TopM_Q54GN5,1,2,7,7,23,579,2021,28/08/2001,"(49.994, 24.859, 5.423)",3364,23,226,2054
1,TopM_Q91YN5,1,2,7,7,83,578,2021,28/08/2001,"(38.996, 6.751, 29.306)",2467,23,226,2138
1,TopM_P45211,1,2,7,7,80,601,2021,03/09/2001,"(16.642, 29.5, 31.007)",2506,23,226,473
1,TopM_P12282,1,2,7,7,80,610,2021,03/09/2001,"(23.324, 24.555, 25.302)",2506,23,226,473
1,TopM_Q56067,1,2,7,7,80,627,2021,03/09/2001,"(19.532, 27.676, 30.108)",2506,23,226,473
1,TopM_P12680,1,2,6,1,85,725,2021,19/09/2001,"(37.108, 21.814, 17.578)",1820,37,80,1714
1,TopM_Q15ZU3,1,2,8,1,1,399,2021,25/09/2001,"(49.308, -30.134, 34.81)",3348,78,0,2590
1,TopM_B7V4H5,1,2,8,1,1,401,2021,25/09/2001,"(8.663, 30.805, 48.673)",3348,78,0,2590
1,TopM_Q02TH4,1,2,8,1,1,387,2021,25/09/2001,"(9.33, 16.327, 53.489)",3348,78,0,2590
1,TopM_O32462,1,2,4,1,25,655,2021,26/09/2001,"(-23.983, 33.244, 101.678)",1116,46,193,2676
1,TopM_O32450,1,2,4,1,25,653,2021,26/09/2001,"(-35.529, 53.016, 87.243)",1116,46,193,2676
1,TopM_B1H028,1,2,7,7,18,591,2021,08/10/2001,"(30.641, 17.62, 74.013)",467,23,226,289
1,TopM_Q2NUV0,1,2,7,7,18,579,2021,08/10/2001,"(-5.891, 67.702, 25.57)",326,23,226,289
1,TopM_A7MQS3,1,2,7,7,18,565,2021,08/10/2001,"(38.438, 36.639, 17.036)",326,23,226,289
1,TopM_P76458,1,2,8,3,8,511,2021,15/10/2001,"(4.192, 9.664, 15.834)",2500,78,19,326
1,TopM_P44875,1,2,8,3,8,555,2021,15/10/2001,"(7.233, -0.268, 13.644)",2500,78,19,326
1,TopM_P33752,1,2,8,3,9,510,2021,15/10/2001,"(7.327, -24.482, 25.448)",2500,78,19,884
1,TopM_Q1LT55,1,2,7,7,87,477,2021,19/10/2001,"(7.91, -10.396, -13.834)",472,23,226,495
1,TopM_B3DVR2,1,2,7,7,18,367,2021,02/11/2001,"(69.536, 62.814, 36.783)",467,23,226,289
1,TopM_A9BK06,1,2,7,7,18,572,2021,02/11/2001,"(31.672, 35.061, 10.85)",430,23,226,289
1,TopM_Q88WT5,1,2,7,7,18,419,2021,02/11/2001,"(29.075, 50.104, 18.362)",430,23,226,289
1,TopM_Q97BV2,1,2,7,4,3,430,2021,02/12/2001,"(79.001, 95.336, 102.355)",4874,23,213,946
1,TopM_Q9HIT1,1,2,7,4,3,434,2021,02/12/2001,"(73.82, 101.659, 102.931)",4874,23,213,946
1,TopM_Q03786,1,2,7,1,12,525,2021,19/12/2001,"(3.077, 54.141, 24.893)",3281,23,148,1396
1,TopM_P07464,1,2,3,1,18,652,2021,10/01/2002,"(-27.128, -28.988, -13.496)",2838,51,54,1775
1,TopM_P42817,1,2,3,1,23,232,2021,10/01/2002,"(59.449, 37.719, 75.438)",2461,51,54,1663
1,TopM_Q2NGY4,1,2,4,2,48,585,2021,11/01/2002,"(62.854, 57.837, 97.398)",1231,46,272,2180
1,TopM_Q9HI54,1,2,4,2,48,638,2021,11/01/2002,"(4.362, 80.64, 53.992)",1231,46,272,2180
1,TopM_O84301,1,2,5,1,61,646,2021,16/01/2002,"(2.658, 11.925, 27.42)",1351,54,159,2105
1,TopM_Q9PK95,1,2,5,1,61,687,2021,16/01/2002,"(0.644, 16.367, 26.608)",1351,54,159,2105
1,TopM_P40129,1,2,5,1,61,432,2021,16/01/2002,"(23.189, 11.268, 24.983)",2409,54,159,2105
1,TopM_Q9R0A9,1,2,3,1,87,555,2021,22/01/2002,"(16.375, 3.103, 67.987)",3435,51,54,697
1,TopM_O02785,1,2,3,1,87,551,2021,22/01/2002,"(12.295, 22.568, 33.763)",3435,51,54,697
1,TopM_Q16613,1,2,3,1,87,559,2021,22/01/2002,"(8.516, 24.302, 50.839)",3435,51,54,697
1,TopM_P35328,1,2,3,1,184,628,2021,06/02/2002,"(20.694, -17.721, 4.623)",2312,51,54,338
1,TopM_A0A0N9HTA1,1,2,1,1,330,513,2021,06/02/2002,"(11.466, 17.199, 107.144)",149,50,269,2208
1,TopM_B0FLN1,1,2,3,1,184,582,2021,06/02/2002,"(-3.227, 79.981, 52.692)",2290,51,54,338
1,TopM_Q9PJZ1,1,2,5,1,9,574,2021,07/02/2002,"(46.035, 14.776, 23.899)",5256,54,159,2656
1,TopM_O84410,1,2,5,1,9,407,2021,07/02/2002,"(47.742, 10.315, 25.227)",5256,54,159,2656
1,TopM_Q42676,1,2,2,1,1,395,2021,15/02/2002,"(7.827, 73.749, 63.18)",3587,12,206,3030
1,TopM_P0A4M2,1,2,7,1,176,479,2021,19/02/2002,"(20.793, 23.414, -5.969)",1625,23,148,2689
1,TopM_P0A4M1,1,2,7,1,176,485,2021,19/02/2002,"(-0.776, 27.515, 22.962)",1625,23,148,2689
1,TopM_Q54944,1,2,7,1,176,467,2021,19/02/2002,"(31.947, 31.167, 3.669)",1625,23,148,2689
1,TopM_P84633,1,2,4,1,242,138,2021,08/03/2002,"(0.103, 9.716, 85.933)",2931,46,193,196
1,TopM_P0A3Y6,1,2,7,1,95,591,2021,21/03/2002,"(64.805, 11.599, -272.164)",1605,23,148,992
1,TopM_P0A3Y5,1,2,7,1,95,577,2021,21/03/2002,"(53.952, 1.994, -281.179)",1605,23,148,992
1,TopM_P09885,1,2,7,1,95,604,2021,21/03/2002,"(78.866, -1.241, -270.708)",1605,23,148,992
1,TopM_Q6G9I4,1,2,3,2,18,686,2021,16/05/2002,"(22.926, 49.506, 107.431)",4110,51,203,2874
1,TopM_Q8NWU0,1,2,3,2,18,696,2021,16/05/2002,"(22.683, 49.192, 105.179)",4110,51,203,2874
1,TopM_P0A0A8,1,2,3,2,18,687,2021,16/05/2002,"(21.208, 53.124, 108.297)",4110,51,203,2874
1,TopM_P28017,1,2,3,1,23,187,2021,29/05/2002,"(4.321, 37.461, 23.166)",2160,51,54,1663
1,TopM_P24518,1,2,7,1,1,493,2021,30/05/2002,"(51.482, 53.668, 45.789)",2138,23,148,366
1,TopM_P44308,1,2,7,1,1,474,2021,30/05/2002,"(57.445, 51.321, 42.492)",2138,23,148,366
1,TopM_P27278,1,2,7,1,1,474,2021,30/05/2002,"(51.502, 53.179, 41.018)",2138,23,148,366
1,TopM_Q9JJN4,1,2,8,3,5,502,2021,27/06/2002,"(47.035, 73.416, 8.511)",5131,78,19,1295
1,TopM_Q9ESL0,1,2,8,3,5,593,2021,27/06/2002,"(0.062, 109.206, 0.969)",5131,78,19,1295
1,TopM_Q2G1D8,1,2,3,1,54,748,2021,04/07/2002,"(11.509, 43.487, 87.416)",3503,51,54,1418
1,TopM_Q2FK44,1,2,3,1,54,746,2021,04/07/2002,"(69.98, 18.401, 54.936)",3503,51,54,1418
1,TopM_Q2YV53,1,2,3,1,54,746,2021,04/07/2002,"(43.926, 72.272, 48.928)",3503,51,54,1418
1,TopM_P55301,1,2,3,1,101,538,2021,10/07/2002,"(15.991, 15.895, 46.723)",3651,51,54,1666
1,TopM_Q57766,1,2,3,1,101,632,2021,10/07/2002,"(22.704, 17.54, 38.329)",3651,51,54,1666
1,TopM_Q9JXY0,1,2,7,7,99,511,2021,05/08/2002,"(0.795, -18.405, 13.898)",4396,23,226,2055
1,TopM_D4GYH1,1,2,7,7,9,568,2021,05/08/2002,"(53.077, 41.082, 27.203)",716,23,226,1722
1,TopM_P55464,1,2,7,7,24,651,2021,05/08/2002,"(39.503, 18.375, 52.399)",3015,23,226,412
1,TopM_D3DJG4,1,2,8,5,2,618,2021,21/08/2002,"(-34.041, 20.814, 17.976)",694,78,30,1058
1,TopM_D3DJG5,1,2,8,5,2,646,2021,21/08/2002,"(-34.716, 13.127, 15.881)",694,78,30,1058
1,TopM_P00573,1,2,7,7,6,481,2021,19/09/2002,"(5.787, 29.067, 3.684)",1425,23,226,2135
1,TopM_P18147,1,2,7,7,6,424,2021,19/09/2002,"(-5.998, -45.747, -5.055)",1425,23,226,2135
1,TopM_A5DAH9,1,2,7,1,26,472,2021,11/10/2002,"(28.51, 21.962, 14.369)",4837,23,148,903
1,TopM_Q5EAD5,1,2,5,1,59,297,2021,01/11/2002,"(-22.937, 28.173, 70.311)",3789,54,159,964
1,TopM_Q55DA3,1,2,5,1,59,445,2021,01/11/2002,"(-26.575, 63.98, 48.498)",3789,54,159,964
1,TopM_G3V9Q9,1,2,4,1,87,480,2021,12/11/2002,"(13.044, 12.249, -5.204)",267,46,193,1429
1,TopM_A0A4Z3,1,2,4,1,87,594,2021,12/11/2002,"(7.16, 11.875, 10.042)",4678,46,193,1429
1,TopM_Q9F5K5,1,2,1,1,209,548,2021,13/12/2002,"(-12.182, 4.362, 45.032)",5015,50,269,1752
1,TopM_Q9I4K6,1,2,5,1,18,490,2021,03/01/2003,"(42.404, 33.391, 20.508)",5120,54,159,2814
1,TopM_Q8VQ21,1,2,3,1,129,217,2021,15/01/2003,"(40.259, -0.297, 137.0)",3936,51,54,2812
1,TopM_Q6G1J6,1,2,3,1,129,283,2021,15/01/2003,"(18.19, 31.298, 31.866)",3936,51,54,2812
1,TopM_P37081,1,2,7,1,206,508,2021,27/01/2003,"(5.312, -1.552, 54.537)",2116,23,148,129
1,TopM_Q9RGG4,1,2,7,1,206,443,2021,27/01/2003,"(4.03, -2.08, 56.363)",2116,23,148,129
1,TopM_Q96T66,1,2,7,7,18,560,2021,01/02/2003,"(24.313, -13.142, 31.268)",4860,23,226,289
1,TopM_P77791,1,2,3,1,79,303,2021,11/02/2003,"(39.088, 30.879, 58.562)",2838,51,54,2487
1,TopM_P9WHF5,1,2,8,1,1,561,2021,17/03/2003,"(20.017, 56.304, -4.396)",3018,78,0,2590
1,TopM_Q9RXT9,1,2,8,1,1,630,2021,17/03/2003,"(27.972, 1.227, 27.324)",5086,78,0,2590
1,TopM_P9WHF4,1,2,8,1,1,685,2021,17/03/2003,"(22.05, 53.978, -4.83)",3018,78,0,2590
1,TopM_Q9I452,1,2,8,1,2,482,2021,17/03/2003,"(59.721, 32.012, -4.896)",3018,78,0,544
1,TopM_P66915,1,2,7,1,49,499,2021,26/03/2003,"(-2.353, 108.295, 14.836)",2492,23,148,2261
1,TopM_P44697,1,2,7,1,49,430,2021,26/03/2003,"(13.017, 107.628, 19.983)",2492,23,148,2261
1,TopM_P99124,1,2,7,1,49,521,2021,26/03/2003,"(-13.803, 102.975, 3.575)",2492,23,148,2261
1,TopM_P21130,1,2,4,1,10,542,2021,04/04/2003,"(38.999, 38.08, 15.992)",1998,46,193,2786
1,TopM_P05655,1,2,4,1,10,559,2021,04/04/2003,"(33.245, 43.351, 18.198)",1998,46,193,2786
1,TopM_Q44093,1,2,5,1,54,301,2021,08/04/2003,"(21.29, -2.816, 92.723)",3595,54,159,996
1,TopM_Q02285,1,2,5,1,54,449,2021,18/04/2003,"(39.481, 8.563, 89.694)",3118,54,159,996
1,TopM_P57224,1,2,5,1,54,616,2021,18/04/2003,"(28.523, 6.741, 97.602)",2524,54,159,996
1,TopM_Q89AW0,1,2,5,1,54,617,2021,18/04/2003,"(30.984, 7.381, 97.291)",2524,54,159,996
1,TopM_P46245,1,2,5,1,54,609,2021,18/04/2003,"(28.679, 4.632, 97.303)",2524,54,159,996
1,TopM_Q9EY50,1,2,3,2,10,603,2021,23/04/2003,"(-9.025, -39.328, -3.75)",5004,51,203,1523
1,TopM_Q3MHR2,1,2,7,1,74,588,2021,28/04/2003,"(75.027, 45.277, 19.501)",2024,23,148,2626
1,TopM_P27707,1,2,7,1,74,587,2021,28/04/2003,"(74.269, 44.126, 20.319)",2024,23,148,2626
1,TopM_A5U3K4,1,2,3,3,9,651,2021,05/05/2003,"(-30.779, 35.108, 9.846)",346,51,214,1921
1,TopM_P9WK16,1,2,3,3,9,659,2021,05/05/2003,"(-18.352, 46.102, 31.6)",346,51,214,1921
1,TopM_P9WK17,1,2,3,3,9,655,2021,05/05/2003,"(-26.262, 46.099, 33.783)",346,51,214,1921
1,TopM_P36999,1,2,1,1,187,531,2021,08/05/2003,"(-2.989, -6.043, 1.767)",2341,50,269,2188
1,TopM_Q821X0,1,2,7,1,148,494,2021,17/05/2003,"(31.261, 39.068, 30.712)",3417,23,148,2411
1,TopM_Q255R7,1,2,7,1,148,541,2021,17/05/2003,"(163.261, 54.284, 66.321)",3417,23,148,2411
1,TopM_Q5L568,1,2,7,1,148,545,2021,17/05/2003,"(30.379, 39.189, 30.509)",3417,23,148,2411
1,TopM_Q8X225,1,2,1,1,355,619,2021,21/05/2003,"(36.999, 17.496, -5.195)",4701,50,269,850
1,TopM_B8GCS2,1,2,7,1,6,586,2021,30/05/2003,"(89.415, 43.945, 83.076)",611,23,148,396
1,TopM_A9WB97,1,2,7,1,6,563,2021,30/05/2003,"(100.077, 22.902, 79.994)",611,23,148,396
1,TopM_Q8VYG2,1,2,7,1,44,590,2021,30/05/2003,"(76.607, 40.086, 77.789)",4689,23,148,1332
1,TopM_B9LFE4,1,2,7,1,6,575,2021,30/05/2003,"(106.165, 11.789, 54.801)",611,23,148,396
1,TopM_P46431,1,2,5,1,18,492,2021,12/06/2003,"(59.584, 29.164, 53.346)",4559,54,159,2814
1,TopM_P11727,1,2,1,3,3,180,2021,29/06/2003,"(-25.582, -91.99, -31.198)",1802,50,1,2063
1,TopM_Q29599,1,2,7,7,84,535,2021,02/07/2003,"(-4.742, 49.91, 4.762)",3438,23,226,1546
1,TopM_P00973,1,2,7,7,84,546,2021,02/07/2003,"(-28.606, -14.168, 54.334)",3438,23,226,1546
1,TopM_P51006,1,2,7,7,19,509,2021,16/08/2003,"(26.684, 41.68, -30.594)",2596,23,226,550
1,TopM_Q38087,1,2,7,7,7,524,2021,26/08/2003,"(8.795, -13.166, 48.519)",4171,23,226,3010
